StartNode,Relationship,EndNode,Id
mcoleman,GETS,320e#mcoleman,711
john58,GETS,2034e#john58,712
jeffrey60,GOES_TO,1940,713
huntchristopher,GETS,2762e#huntchristopher,714
2371,GIVES,2371e#osimpson,715
652,GIVES,652e#katrinataylor,716
2433,GIVES,2433e#afrazier,717
oscar94,FOLLOWS,vjones,718
ayalamichelle,GOES_TO,530,719
jacob37,GOES_TO,361,720
angela75,FOLLOWS,ochristian,721
1532,GIVES,1532e#jonathanbishop,722
411,GIVES,411e#rsims,723
juliebrown,GETS,479e#juliebrown,724
1265,GIVES,1265e#kimberlyflores,725
1514,GIVES,1514e#qthomas,726
gracejohnson,GOES_TO,2188,727
contreraschad,GOES_TO,334,728
josephgriffith,GETS,2245e#josephgriffith,729
1106,GIVES,1106e#jason22,730
josephlowe,FOLLOWS,steven76,731
xdrake,GOES_TO,2474,732
cunninghamelizabeth,GOES_TO,2060,733
alexgarcia,FOLLOWS,ericpearson,734
rpollard,GETS,2579e#rpollard,735
leahhall,GOES_TO,1239,736
1582,GIVES,1582e#jeffrey35,737
zacharycarter,GOES_TO,2466,738
millerjennifer,GETS,762e#millerjennifer,739
1730,GIVES,1730e#christinegarcia,740
kristinaallen,GOES_TO,1176,741
ryancheryl,GETS,61e#ryancheryl,742
883,GIVES,883e#stephanie05,743
rojasmary,PRESENTS,1954,744
rebecca38,FOLLOWS,jamesnewton,745
jessica99,GETS,1887e#jessica99,746
williamsrobert,GOES_TO,970,747
xholt,GOES_TO,1406,748
1042,GIVES,1042e#amywright,749
edward24,FOLLOWS,spencerhampton,750
lori07,GOES_TO,299,751
austinbruce,GETS,1749e#austinbruce,752
1281,GIVES,1281e#martinfrank,753
stephaniepeterson,GETS,141e#stephaniepeterson,754
christopher42,GETS,2994e#christopher42,755
42,IN_TYPE,Debate,756
2876,GIVES,2876e#sandra71,757
vickiwarner,GOES_TO,461,758
martinbrian,FOLLOWS,joshua49,759
lisa23,GOES_TO,1278,760
1480,GIVES,1480e#fisherrichard,761
1699,GIVES,1699e#walterpalmer,762
murraymatthew,FOLLOWS,ythomas,763
433,GIVES,433e#emilymorgan,764
jonathan01,GETS,2611e#jonathan01,765
fward,GOES_TO,2723,766
1371,GIVES,1371e#obradley,767
835q2,ASKED_IN,835,768
912,GIVES,912e#williamedwards,769
sydneymercer,GOES_TO,1863,770
mblack,PRESENTS,375,771
browndaniel,PRESENTS,1930,772
121,GIVES,121e#tmitchell,773
andersonlindsey,GETS,1245e#andersonlindsey,774
marcjohnson,FOLLOWS,ashley66,775
wallacemichael,PRESENTS,1883,776
ftaylor,GETS,2709e#ftaylor,777
michael80,FOLLOWS,michelle18,778
stephanienichols,GETS,531e#stephanienichols,779
xgarcia,FOLLOWS,vmartin,780
ogeorge,GETS,25e#ogeorge,781
2701,GIVES,2701e#uriley,782
1973,GIVES,1973e#katie57,783
305,GIVES,305e#qbell,784
stevencarney,GOES_TO,141,785
elizabeth40,GETS,556e#elizabeth40,786
victor92,FOLLOWS,mendezthomas,787
espinozaeddie,FOLLOWS,hurleybrian,788
jasminebennett,GETS,304e#jasminebennett,789
kingmelanie,GOES_TO,1556,790
claytonmorris,GOES_TO,2252,791
whitecynthia,GOES_TO,2851,792
cathyjohnson,GOES_TO,721,793
gswanson,GETS,2678e#gswanson,794
jose30,GOES_TO,514,795
2326,GIVES,2326e#miguel05,796
jeanettejennings,GOES_TO,735,797
939,GIVES,939e#maria06,798
2936,GIVES,2936e#graycurtis,799
1619,GIVES,1619e#wcollins,800
devinjones,HOSTS,2566,801
2496,GIVES,2496e#reyeskerry,802
timothycrawford,GOES_TO,2211,803
xcoleman,GOES_TO,1282,804
davisbrent,FOLLOWS,samuel28,805
herrerawhitney,FOLLOWS,donnamills,806
anthony47,GOES_TO,2153,807
uburgess,GOES_TO,1079,808
igoodwin,GOES_TO,340,809
1563,GIVES,1563e#elizabeth08,810
smithjose,FOLLOWS,garysmith,811
505,GIVES,505e#claytonbowen,812
annacabrera,GETS,906e#annacabrera,813
tracylittle,GOES_TO,1087,814
332,GIVES,332e#mikesexton,815
denise98,GOES_TO,484,816
christine85,GETS,2448e#christine85,817
williamscorey,GOES_TO,229,818
1201,IN_TYPE,Debate,819
sterry,GOES_TO,911,820
1153,GIVES,1153e#susan15,821
becktammie,FOLLOWS,holderedward,822
darrellhunter,GETS,1105e#darrellhunter,823
ukrause,FOLLOWS,qlewis,824
2634,GIVES,2634e#miranda08,825
meganbailey,GOES_TO,2627,826
jonesmanuel,GOES_TO,2660,827
gpollard,GOES_TO,1397,828
1479,GIVES,1479e#ifrench,829
youngjose,GOES_TO,2335,830
ricky82,GETS,1657e#ricky82,831
mmoore,GETS,1818e#mmoore,832
25,GIVES,25e#richardhawkins,833
katherinemaldonado,GETS,952e#katherinemaldonado,834
bmatthews,GETS,2590e#bmatthews,835
jeffreysaunders,GOES_TO,617,836
juliefarmer,FOLLOWS,gwarren,837
stephaniemoore,GETS,2731e#stephaniemoore,838
christopher37,GETS,1382e#christopher37,839
perkinsnancy,GOES_TO,2653,840
nlynch,GETS,2951e#nlynch,841
aaron22,FOLLOWS,swhite,842
jay75,GETS,438e#jay75,843
bgarcia,GOES_TO,2484,844
jasonstone,GOES_TO,1251,845
davidfrench,FOLLOWS,vhess,846
spearspatrick,GOES_TO,2348,847
huynhtroy,GETS,1793e#huynhtroy,848
mscott,GETS,1013e#mscott,849
kmoody,PRESENTS,2489,850
2907,GIVES,2907e#nguyenanna,851
2994,GIVES,2994e#sylviawalsh,852
248,GIVES,248e#saranelson,853
jerry14,GETS,2886e#jerry14,854
welchjames,GETS,35e#welchjames,855
brownkenneth,GETS,123e#brownkenneth,856
2795,GIVES,2795e#acowan,857
hendersonwilliam,GOES_TO,871,858
1800,GIVES,1800e#ljacobs,859
1244,GIVES,1244e#karenbrown,860
zachary33,GOES_TO,183,861
collinsdennis,FOLLOWS,devinjones,862
886,GIVES,886e#sarah21,863
kimberlyjennings,GOES_TO,464,864
hansonaaron,PRESENTS,2136,865
eric88,GETS,1941e#eric88,866
133,GIVES,133e#blake03,867
jwarren,PRESENTS,1521,868
alex02,GETS,2480e#alex02,869
286,GIVES,286e#tracylittle,870
igoodwin,GETS,1829e#igoodwin,871
393,GIVES,393e#jill32,872
kramirez,FOLLOWS,ythomas,873
kriddle,GOES_TO,2327,874
jameswilliams,GOES_TO,326,875
2915,GIVES,2915e#tara11,876
1774,GIVES,1774e#kennedymarie,877
2409,GIVES,2409e#martinezandrew,878
2577q3,ASKED_IN,2577,879
sandra30,FOLLOWS,markfoster,880
carolinedaniel,GETS,1673e#carolinedaniel,881
523,GIVES,523e#nharrison,882
onunez,GOES_TO,572,883
2226,GIVES,2226e#watkinsrachel,884
mollybell,FOLLOWS,janicesmith,885
charles50,GETS,2248e#charles50,886
1481,GIVES,1481e#aprilmendez,887
2798,GIVES,2798e#robertpatterson,888
pmccullough,GETS,530e#pmccullough,889
figueroacheryl,FOLLOWS,carlos63,890
gstevens,GOES_TO,2123,891
1258,GIVES,1258e#waynecummings,892
1853,GIVES,1853e#harrisfelicia,893
matthewhill,GOES_TO,932,894
crossmichael,FOLLOWS,william70,895
ilester,FOLLOWS,karenrasmussen,896
russell70,GETS,352e#russell70,897
mzamora,GETS,2972e#mzamora,898
angelahatfield,GETS,2802e#angelahatfield,899
millerdawn,GETS,1589e#millerdawn,900
815,GIVES,815e#millertodd,901
carrie53,GOES_TO,2736,902
laura39,GOES_TO,2986,903
susanward,GOES_TO,2169,904
marymiller,GETS,2503e#marymiller,905
mackryan,GOES_TO,2602,906
2043,GIVES,2043e#lopeznicole,907
88,GIVES,88e#jonesanthony,908
274q4,ASKED_IN,274,909
ecook,GOES_TO,1781,910
amanda63,FOLLOWS,scottdavis,911
corey19,FOLLOWS,utaylor,912
1445,GIVES,1445e#pwalker,913
gillespiekathy,GOES_TO,1767,914
594,GIVES,594e#collinstyler,915
walterpalmer,GETS,841e#walterpalmer,916
695,GIVES,695e#kellysoto,917
lopeznicole,GETS,1315e#lopeznicole,918
csilva,GOES_TO,1927,919
richardcarlson,PRESENTS,1681,920
jessicamarsh,PRESENTS,808,921
melissa23,GOES_TO,53,922
1724,GIVES,1724e#hgreen,923
pscott,GOES_TO,505,924
bnewton,GOES_TO,118,925
alogan,GETS,1142e#alogan,926
kristinadams,GOES_TO,1010,927
marissa80,GETS,562e#marissa80,928
cfuentes,FOLLOWS,boothkevin,929
christian24,GOES_TO,430,930
633,GIVES,633e#lopezedward,931
2875,GIVES,2875e#larrypierce,932
eandrews,GETS,2061e#eandrews,933
johnlee,FOLLOWS,felicia05,934
1639,GIVES,1639e#olivia00,935
wryan,GOES_TO,1102,936
2905,GIVES,2905e#benjamin06,937
kaylamcdonald,GOES_TO,2228,938
phillipsjames,FOLLOWS,louis64,939
robert67,GOES_TO,2907,940
xgardner,GETS,2021e#xgardner,941
rodneybennett,GOES_TO,1428,942
715,IN_TYPE,Workshop,943
thomas17,GOES_TO,1626,944
josephfox,GETS,206e#josephfox,945
158,GIVES,158e#villanuevadavid,946
lisa94,GOES_TO,1917,947
2460,IN_TYPE,Talk,948
1784,GIVES,1784e#lcalderon,949
bradleymoreno,FOLLOWS,michellemorris,950
steven34,FOLLOWS,ortizkelly,951
tkirk,GETS,2529e#tkirk,952
plong,GETS,532e#plong,953
smithjose,FOLLOWS,mendozaashley,954
johnsonchristina,GETS,1740e#johnsonchristina,955
odavis,GETS,1163e#odavis,956
bookeraaron,GETS,1627e#bookeraaron,957
rjones,GOES_TO,1267,958
whernandez,GOES_TO,2994,959
cparker,FOLLOWS,tsmith,960
dbarker,GETS,2483e#dbarker,961
ocox,FOLLOWS,katiedurham,962
rebeccasmith,GOES_TO,541,963
sarapatrick,FOLLOWS,victoriapeterson,964
jenniferharrison,GETS,356e#jenniferharrison,965
ryan75,FOLLOWS,steven65,966
tylerfaulkner,GOES_TO,405,967
811,GIVES,811e#markmunoz,968
lisavillanueva,GETS,2011e#lisavillanueva,969
imaldonado,GOES_TO,1999,970
russelljudy,GOES_TO,1762,971
xnelson,GETS,1581e#xnelson,972
gjohnson,FOLLOWS,georgejason,973
916,GIVES,916e#garyschneider,974
358,GIVES,358e#ethan05,975
carterrobert,FOLLOWS,tinasmith,976
jamesmontoya,GOES_TO,736,977
frodriguez,GETS,829e#frodriguez,978
heatherhammond,GETS,1809e#heatherhammond,979
1465,GIVES,1465e#daniel10,980
2773,GIVES,2773e#mchavez,981
yfranklin,GETS,1372e#yfranklin,982
764,GIVES,764e#pharris,983
qochoa,GOES_TO,1053,984
bradley65,GETS,1638e#bradley65,985
jenniferdaniels,GOES_TO,2697,986
dillon57,GETS,1408e#dillon57,987
2052,GIVES,2052e#brandimurray,988
carrolltimothy,GOES_TO,2374,989
whitakertracey,GETS,711e#whitakertracey,990
thomaswilliams,GETS,564e#thomaswilliams,991
634,GIVES,634e#pwang,992
2570,GIVES,2570e#william49,993
lsummers,GOES_TO,68,994
lwoods,GOES_TO,2881,995
1258,GIVES,1258e#donaldallen,996
alicia70,FOLLOWS,kimmills,997
sandrarussell,GOES_TO,343,998
sarahparker,GOES_TO,2943,999
970,GIVES,970e#jeffreyjordan,1000
rebecca93,GOES_TO,1935,1001
daryljohnson,GETS,2129e#daryljohnson,1002
1605,GIVES,1605e#curtis35,1003
garciatonya,GETS,1135e#garciatonya,1004
2804,GIVES,2804e#michellejenkins,1005
lisa53,GOES_TO,1267,1006
barnesbianca,GETS,2499e#barnesbianca,1007
1640,GIVES,1640e#btaylor,1008
dillon57,FOLLOWS,larsonandrea,1009
brownjennifer,GOES_TO,1981,1010
kevinthomas,GETS,1075e#kevinthomas,1011
471,GIVES,471e#justin43,1012
michele03,FOLLOWS,kylelee,1013
christopherclark,GETS,2143e#christopherclark,1014
judymora,GOES_TO,1485,1015
1372,GIVES,1372e#reesechris,1016
63q3,ASKED_IN,63,1017
2432,GIVES,2432e#rbrown,1018
riveraalyssa,GETS,901e#riveraalyssa,1019
thomaswolfe,GETS,1405e#thomaswolfe,1020
johnsonandrew,GETS,1121e#johnsonandrew,1021
1312,GIVES,1312e#gmurphy,1022
raymond55,GOES_TO,1171,1023
2748,GIVES,2748e#jason42,1024
wellsamanda,FOLLOWS,spencerhampton,1025
1335,GIVES,1335e#carloslee,1026
mccarthylucas,GETS,1841e#mccarthylucas,1027
1541,GIVES,1541e#umadden,1028
2000,GIVES,2000e#kyle71,1029
374,GIVES,374e#jacob37,1030
2900,GIVES,2900e#joseph33,1031
2263,GIVES,2263e#albert06,1032
1302,GIVES,1302e#fordcynthia,1033
213,GIVES,213e#kelleremily,1034
ehurley,GOES_TO,1621,1035
kday,GETS,479e#kday,1036
iholmes,FOLLOWS,johnstonpeter,1037
1206,GIVES,1206e#brittanyjohnston,1038
lori94,FOLLOWS,reginald22,1039
dmay,GETS,2367e#dmay,1040
hallen,GETS,39e#hallen,1041
johnreyes,FOLLOWS,scottjenny,1042
youngmelissa,GOES_TO,549,1043
michael67,FOLLOWS,frankmontgomery,1044
lorianderson,GETS,2320e#lorianderson,1045
cameron45,GOES_TO,502,1046
goodwinbrittany,GOES_TO,2323,1047
ashley58,GETS,2945e#ashley58,1048
1283,GIVES,1283e#qlopez,1049
krista50,GETS,248e#krista50,1050
farrelljustin,FOLLOWS,garyjenkins,1051
943,GIVES,943e#jaredwolfe,1052
hickswilliam,GOES_TO,2642,1053
mpetty,GETS,2312e#mpetty,1054
hartsamuel,GETS,954e#hartsamuel,1055
680,GIVES,680e#kkennedy,1056
101q1,ASKED_IN,101,1057
tara33,FOLLOWS,jasmine97,1058
983,GIVES,983e#frederick02,1059
1989,GIVES,1989e#robertsummers,1060
belljeremy,GETS,528e#belljeremy,1061
vjackson,FOLLOWS,chavezjennifer,1062
nelsondawn,GETS,579e#nelsondawn,1063
clarkadrian,GETS,1378e#clarkadrian,1064
alvareztracy,GETS,1834e#alvareztracy,1065
698,GIVES,698e#rmccoy,1066
kaitlyn71,GETS,819e#kaitlyn71,1067
evansgary,GOES_TO,556,1068
919,GIVES,919e#meyeranthony,1069
luke97,GOES_TO,284,1070
2220,GIVES,2220e#jonessean,1071
lburgess,GOES_TO,100,1072
2804,GIVES,2804e#lindsay39,1073
brewerkimberly,GOES_TO,2548,1074
christopher10,GOES_TO,1572,1075
umanning,GETS,1598e#umanning,1076
213,GIVES,213e#kennethwebb,1077
wmoore,GOES_TO,298,1078
dclark,GOES_TO,2362,1079
patriciaowens,FOLLOWS,rrobinson,1080
salastimothy,GOES_TO,2031,1081
2165,GIVES,2165e#odavis,1082
patriciahoffman,GOES_TO,2330,1083
2022,GIVES,2022e#carlos60,1084
taylortammy,GETS,564e#taylortammy,1085
donaldallen,GETS,1258e#donaldallen,1086
carolyn82,GETS,226e#carolyn82,1087
samantha80,GETS,842e#samantha80,1088
552,GIVES,552e#matthewhill,1089
185,GIVES,185e#roberthicks,1090
jessica56,GETS,2595e#jessica56,1091
cassandrapatterson,GOES_TO,15,1092
hannahlee,GETS,2049e#hannahlee,1093
juliechandler,GETS,2969e#juliechandler,1094
aliciamiller,GOES_TO,1277,1095
bobbymiller,FOLLOWS,wardjessica,1096
2024,GIVES,2024e#bvincent,1097
955q2,ASKED_IN,955,1098
josephroberts,GOES_TO,1681,1099
1882,GIVES,1882e#amanda06,1100
1579,GIVES,1579e#whitelarry,1101
akelly,GOES_TO,1403,1102
marcushorton,GETS,531e#marcushorton,1103
kennethcruz,GETS,1096e#kennethcruz,1104
troy17,GETS,581e#troy17,1105
dhorn,GOES_TO,2076,1106
eddie39,FOLLOWS,gatesaustin,1107
kmcdowell,GETS,375e#kmcdowell,1108
amymitchell,GETS,2520e#amymitchell,1109
thomasdickson,GETS,1723e#thomasdickson,1110
farmermichael,GOES_TO,381,1111
rcarpenter,GOES_TO,1789,1112
2302,GIVES,2302e#tcampos,1113
vhines,HOSTS,1500,1114
hallen,GETS,908e#hallen,1115
1500,IN_TYPE,Talk,1116
beststacey,GETS,934e#beststacey,1117
lorrainetaylor,GOES_TO,859,1118
271,GIVES,271e#rebeccadavis,1119
227,GIVES,227e#bushmichael,1120
rebeccaball,FOLLOWS,kellicasey,1121
alexandriamartin,GOES_TO,2650,1122
patriciacain,GOES_TO,1592,1123
htorres,GOES_TO,2511,1124
xmorgan,GOES_TO,1792,1125
cnelson,FOLLOWS,palmerkathleen,1126
scottmatthew,GETS,885e#scottmatthew,1127
megangardner,GOES_TO,1857,1128
christiangibbs,GOES_TO,2713,1129
charlesallison,GOES_TO,2192,1130
816,GIVES,816e#zacharycarter,1131
876,GIVES,876e#marshcarla,1132
1336,GIVES,1336e#graykelly,1133
1833,GIVES,1833e#bakereric,1134
anna14,GETS,354e#anna14,1135
michael20,PRESENTS,1091,1136
2045,GIVES,2045e#bartlettmitchell,1137
rubenwebb,GETS,1319e#rubenwebb,1138
64,GIVES,64e#amberyang,1139
2013,GIVES,2013e#georgejoel,1140
uhernandez,GOES_TO,2536,1141
raven49,PRESENTS,1422,1142
tpatel,GETS,208e#tpatel,1143
957,GIVES,957e#christophercoleman,1144
katie35,GETS,434e#katie35,1145
1352,GIVES,1352e#ffuller,1146
stewartbrett,GETS,171e#stewartbrett,1147
katie57,GOES_TO,1625,1148
curtis57,FOLLOWS,danielle86,1149
2983,GIVES,2983e#theresa68,1150
toddduncan,GETS,2105e#toddduncan,1151
1740,GIVES,1740e#twhite,1152
kylevaughn,GETS,2311e#kylevaughn,1153
paynepatricia,FOLLOWS,parkermichael,1154
carrie53,GETS,1114e#carrie53,1155
pthomas,GOES_TO,818,1156
jacob84,GOES_TO,2896,1157
kurtmcgee,FOLLOWS,schwartzeric,1158
jfisher,GOES_TO,2798,1159
michael99,GOES_TO,2607,1160
dicksonashley,GETS,2088e#dicksonashley,1161
wwilliams,GETS,694e#wwilliams,1162
williamswilliam,PRESENTS,36,1163
nathaniel95,GOES_TO,1840,1164
josephfox,PRESENTS,250,1165
2529,GIVES,2529e#jefferymoore,1166
robinsonrenee,GOES_TO,772,1167
longthomas,GETS,1558e#longthomas,1168
mtaylor,GETS,2097e#mtaylor,1169
scott15,GETS,2808e#scott15,1170
weeksbrian,GOES_TO,102,1171
floyddaniel,GETS,962e#floyddaniel,1172
timmarshall,GETS,203e#timmarshall,1173
bjackson,GETS,1674e#bjackson,1174
christopher60,GOES_TO,2023,1175
robertharrell,GOES_TO,1597,1176
1915,GIVES,1915e#connor91,1177
xmorgan,GETS,2076e#xmorgan,1178
michaelsmith,GOES_TO,2150,1179
nicholscarmen,GETS,2220e#nicholscarmen,1180
victoria86,GETS,1099e#victoria86,1181
jennifer15,GETS,787e#jennifer15,1182
2724,GIVES,2724e#cynthiamiller,1183
morserebekah,GOES_TO,1188,1184
1017,GIVES,1017e#littlelydia,1185
2369q4,ASKED_IN,2369,1186
jeffersonkevin,GETS,1452e#jeffersonkevin,1187
hectorlawrence,GETS,2316e#hectorlawrence,1188
katherinecontreras,GETS,50e#katherinecontreras,1189
gonzalezchristopher,FOLLOWS,jacksonbest,1190
maryknight,FOLLOWS,daniellejohnson,1191
buchanancharles,GOES_TO,934,1192
iellis,GETS,1566e#iellis,1193
jpatterson,GETS,2644e#jpatterson,1194
kylesantana,FOLLOWS,brady53,1195
andrewjacobs,GETS,1152e#andrewjacobs,1196
rbrown,GETS,2859e#rbrown,1197
riveramark,GOES_TO,376,1198
1882,GIVES,1882e#devin14,1199
amanda50,GETS,2114e#amanda50,1200
melissamiller,GETS,664e#melissamiller,1201
alexander86,GOES_TO,1944,1202
stonejohn,GOES_TO,1515,1203
webbmelanie,GETS,1182e#webbmelanie,1204
574,GIVES,574e#rebeccamurphy,1205
carrie02,FOLLOWS,crossjacob,1206
maxwelldylan,GOES_TO,2354,1207
1898,GIVES,1898e#jwilliams,1208
2134,IN_TYPE,Roundtable,1209
zhaynes,FOLLOWS,walshjeffrey,1210
marcus85,GETS,900e#marcus85,1211
jrojas,FOLLOWS,frankmontgomery,1212
1431,GIVES,1431e#hhodges,1213
creyes,GETS,208e#creyes,1214
msellers,GETS,769e#msellers,1215
hsingh,FOLLOWS,cartermichael,1216
1302,GIVES,1302e#clopez,1217
michael04,FOLLOWS,schwartzeric,1218
1160,GIVES,1160e#ttorres,1219
xwall,GETS,564e#xwall,1220
adkinsmicheal,GETS,127e#adkinsmicheal,1221
pattersonjustin,GETS,2936e#pattersonjustin,1222
rebeccahill,GETS,2065e#rebeccahill,1223
lucasjeffrey,GOES_TO,922,1224
1841,GIVES,1841e#robertmoore,1225
lopezpamela,GETS,347e#lopezpamela,1226
adalton,GOES_TO,2215,1227
marktate,GETS,1308e#marktate,1228
nathan25,GOES_TO,415,1229
sara86,GETS,883e#sara86,1230
halerenee,GOES_TO,1773,1231
maureen82,GOES_TO,2527,1232
andrew01,GOES_TO,2442,1233
tshort,GETS,1433e#tshort,1234
perezthomas,GOES_TO,530,1235
cristina47,GETS,1924e#cristina47,1236
2079,GIVES,2079e#james30,1237
jmorales,GOES_TO,1593,1238
myerslisa,GETS,2050e#myerslisa,1239
robinsoncrystal,FOLLOWS,christine89,1240
oponce,FOLLOWS,kelsey60,1241
yrice,GETS,2288e#yrice,1242
joanne73,GETS,208e#joanne73,1243
ronaldshah,GOES_TO,2577,1244
2427,GIVES,2427e#sethhendricks,1245
jodi11,HOSTS,1937,1246
sarahlopez,GOES_TO,1244,1247
fconway,GOES_TO,2125,1248
136,GIVES,136e#mullinsjeffrey,1249
1178,GIVES,1178e#hollandshannon,1250
1234,GIVES,1234e#daniel72,1251
oponce,GETS,683e#oponce,1252
nbrown,GETS,2784e#nbrown,1253
hpatterson,GOES_TO,1318,1254
gmiller,GETS,1198e#gmiller,1255
jameswillis,GOES_TO,778,1256
388,GIVES,388e#wilsonthomas,1257
2253,GIVES,2253e#williamswilliam,1258
torresdarrell,GETS,1927e#torresdarrell,1259
2762,GIVES,2762e#michelemorales,1260
2705q4,ASKED_IN,2705,1261
1480,GIVES,1480e#mooneyfred,1262
234,GIVES,234e#kiara37,1263
1928,GIVES,1928e#troy15,1264
marycrosby,GETS,2533e#marycrosby,1265
eddie39,GETS,2703e#eddie39,1266
1317,GIVES,1317e#jill07,1267
2580,GIVES,2580e#craig53,1268
2643,GIVES,2643e#cindy59,1269
266,GIVES,266e#cjordan,1270
ronaldjones,FOLLOWS,robert50,1271
kennethspencer,GETS,2103e#kennethspencer,1272
kenneth07,GOES_TO,1148,1273
afrazier,GOES_TO,1250,1274
2155,GIVES,2155e#davidmorgan,1275
2674,GIVES,2674e#karen26,1276
241,GIVES,241e#maxwelldylan,1277
noah15,GOES_TO,1362,1278
zwagner,GETS,362e#zwagner,1279
aholland,GETS,2626e#aholland,1280
2351,GIVES,2351e#angela83,1281
mitchell16,GETS,449e#mitchell16,1282
jennifer23,FOLLOWS,dustinsanders,1283
2843,GIVES,2843e#awilliams,1284
jennifer19,GOES_TO,1402,1285
2508,GIVES,2508e#vnewman,1286
jasonroberts,GETS,1988e#jasonroberts,1287
1846,GIVES,1846e#davisjake,1288
fordstephanie,GETS,1586e#fordstephanie,1289
garzakaren,GOES_TO,1095,1290
dianapowers,FOLLOWS,james61,1291
883,GIVES,883e#tpatel,1292
hartsamuel,GETS,282e#hartsamuel,1293
smithsteven,GETS,578e#smithsteven,1294
2020,GIVES,2020e#ubell,1295
daniel16,GOES_TO,267,1296
amandaramos,GETS,225e#amandaramos,1297
202,GIVES,202e#robertrobbins,1298
10,GIVES,10e#raustin,1299
samueltaylor,GOES_TO,993,1300
dicksonashley,GETS,377e#dicksonashley,1301
stephenwoods,GETS,270e#stephenwoods,1302
oconnellrobert,GETS,1916e#oconnellrobert,1303
1007,GIVES,1007e#webbkristina,1304
williambrown,PRESENTS,1576,1305
smithdylan,GETS,1959e#smithdylan,1306
qdixon,GOES_TO,874,1307
angelawatson,GETS,1321e#angelawatson,1308
sschmidt,GETS,1317e#sschmidt,1309
bjones,GETS,2978e#bjones,1310
campbellmegan,PRESENTS,2360,1311
byoung,FOLLOWS,nrodgers,1312
kristyorozco,PRESENTS,778,1313
grodriguez,GETS,98e#grodriguez,1314
patelkenneth,GOES_TO,1455,1315
harry55,GETS,577e#harry55,1316
287,GIVES,287e#connor93,1317
barrerakevin,GETS,1271e#barrerakevin,1318
oconnorchristopher,FOLLOWS,sperry,1319
1076,GIVES,1076e#sarah89,1320
131q3,ASKED_IN,131,1321
2381,GIVES,2381e#hgreen,1322
jefferymoore,GETS,1501e#jefferymoore,1323
kristin02,GOES_TO,609,1324
2047,GIVES,2047e#jeanettejennings,1325
820,IN_TYPE,Talk,1326
89,GIVES,89e#nbrown,1327
lawrenceramirez,GETS,2165e#lawrenceramirez,1328
xblackburn,GETS,1452e#xblackburn,1329
masonkevin,GETS,519e#masonkevin,1330
pdelacruz,GETS,1805e#pdelacruz,1331
parkermeredith,FOLLOWS,lhicks,1332
891,GIVES,891e#tturner,1333
anthony47,GOES_TO,114,1334
tpatterson,GOES_TO,2310,1335
1029,GIVES,1029e#john85,1336
2771,GIVES,2771e#martinpark,1337
ckennedy,GOES_TO,670,1338
jessica76,GETS,240e#jessica76,1339
1758,GIVES,1758e#derekponce,1340
2983,GIVES,2983e#hward,1341
uprince,FOLLOWS,tylerheather,1342
zmartin,FOLLOWS,goodwinemily,1343
1153,GIVES,1153e#slawson,1344
stephen01,GETS,2745e#stephen01,1345
rebekahatkins,GETS,619e#rebekahatkins,1346
deborahchavez,GOES_TO,1783,1347
carolynarellano,PRESENTS,2680,1348
390,GIVES,390e#jenniferweber,1349
xduran,GOES_TO,2713,1350
1224,GIVES,1224e#silvalindsay,1351
melissa13,GOES_TO,2717,1352
578,GIVES,578e#brettparker,1353
1242,GIVES,1242e#wesleymoon,1354
williamsrobert,PRESENTS,2380,1355
jesusbrown,FOLLOWS,lisajefferson,1356
berryrachael,GETS,2738e#berryrachael,1357
jasonhays,GETS,1125e#jasonhays,1358
dspencer,GETS,1699e#dspencer,1359
donaldunderwood,GOES_TO,96,1360
john63,GETS,376e#john63,1361
2567,GIVES,2567e#collinsmelissa,1362
davidchaney,GETS,1176e#davidchaney,1363
666,GIVES,666e#brownwilliam,1364
ethansanchez,GOES_TO,731,1365
christopher04,GOES_TO,536,1366
cruztony,FOLLOWS,nshah,1367
724,GIVES,724e#thomaswilliam,1368
1222,GIVES,1222e#bushmichael,1369
martin39,GETS,2031e#martin39,1370
hernandezmelinda,FOLLOWS,qlewis,1371
1601,GIVES,1601e#uhenry,1372
matthewnorris,GETS,2030e#matthewnorris,1373
2770,GIVES,2770e#qthomas,1374
whitekaren,FOLLOWS,kellypalmer,1375
joseph95,GOES_TO,278,1376
884,GIVES,884e#mitchell02,1377
pjones,GETS,125e#pjones,1378
crystalwilliams,FOLLOWS,jameswilliams,1379
htorres,GOES_TO,1931,1380
2835,GIVES,2835e#sarnold,1381
jacqueline49,FOLLOWS,gspencer,1382
ybailey,GOES_TO,2553,1383
hamiltonchristopher,PRESENTS,1751,1384
1821,GIVES,1821e#patrick74,1385
odavis,PRESENTS,1940,1386
dianemitchell,FOLLOWS,esmith,1387
1399,GIVES,1399e#michael93,1388
vrivera,GETS,1773e#vrivera,1389
981,GIVES,981e#mnavarro,1390
nicholasarroyo,GOES_TO,954,1391
2591,GIVES,2591e#montgomerydale,1392
hooperbruce,FOLLOWS,sgrant,1393
hannahcaldwell,GOES_TO,153,1394
1326,GIVES,1326e#ngonzalez,1395
aaronjacobs,GETS,2422e#aaronjacobs,1396
sawyerarthur,GETS,2783e#sawyerarthur,1397
elizabethpena,GOES_TO,1228,1398
378q2,ASKED_IN,378,1399
kellie54,GOES_TO,1482,1400
thomasdestiny,GOES_TO,2583,1401
1974,GIVES,1974e#evanbuckley,1402
loretta80,GOES_TO,538,1403
