event_id,name,description_about,topics_covered,materials_to_bring,start,end,building_and_room,company,speakers_instructors
77,Event 77,"He accept little black respond. Born light determine father leave whole.
How board include along item. Social night minute recently ability. Article over executive front professional.","['Scientific writing', 'Biosignals', '3D Printing', 'Bionic systems']","['want', 'agreement', 'on']",2024/10/14T09:00,2024/10/14T11:00,"020 Smith Bridge Suite 475
West Keith, MA 70383",Bright PLC,"['qferguson', 'johnsonlee', 'smithbarbara']"
78,Event 78,"Other training note pick poor. Paper prevent assume clear. Each very individual painting purpose yeah card.
Grow identify deep brother avoid. Property feel common number discuss.","['Psychiatry', 'Data modelling', 'Artificial Intelligence']","['close', 'knowledge', 'job']",2024/10/10T05:30,2024/10/10T07:30,"070 Walker Ferry Suite 182
Andreamouth, NY 62013","Oliver, Jones and Brown",['juliejensen']
79,Event 79,Country take professional place our show. Develop task point receive after. Speak red wait wall.,"['Machine Learning', 'Genetics']","['throughout', 'either', 'ability']",2024/10/11T16:30,2024/10/11T18:30,"Unit 5795 Box 0272
DPO AP 18686",Evans PLC,"['jonathan87', 'ckennedy', 'david54', 'christiangibbs']"
80,Event 80,Defense notice of stock they foot. Sure painting attorney financial seem hope. Coach us return ago.,"['Exoskeletons', 'Hardware & robotics', '3D Printing', 'Artificial Intelligence']","['left', 'wrong', 'art']",2024/10/12T07:30,2024/10/12T09:30,"2929 Katie Harbor
Charlottehaven, WA 99336","Miranda, Berg and Davis","['charles33', 'thompsonsandra', 'mckenzie89']"
81,Event 81,"Parent floor work foot wide.
List report show scene. Family six simply apply condition score six.","['Artificial reality', 'Surgery']","['available', 'paper', 'work']",2024/10/12T15:30,2024/10/12T16:30,"PSC 5028, Box 7346
APO AE 39293","Ramirez, Haynes and Galvan",['vhumphrey']
82,Event 82,"Author pass behind always. Drive process because world.
Individual clear three nothing almost born. Commercial then part. News report eye what beat century foot help.","['Telecommunications', 'Integrative medicine']","['however', 'line', 'full']",2024/10/09T17:00,2024/10/09T18:00,"776 Steven Pines
North Kimberly, WI 27316",Fisher PLC,"['catherinelyons', 'medinajohn', 'debbietownsend']"
83,Event 83,"Image already candidate agent. Health whose me reveal task central lose weight.
Customer organization development house ahead future. Up often continue and the. Pattern Democrat rich suggest series.","['Ethics', '3D Printing', 'Psychiatry', 'Artificial Intelligence']","['game', 'today', 'time']",2024/10/11T03:30,2024/10/11T05:30,"52717 Michael Plaza Suite 557
Lake Brendaside, WV 38343",Richardson-Jones,"['smitheric', 'tyler40']"
84,Event 84,Result key body light smile official. Fact peace hope knowledge cause behind huge page.,['Machine Learning'],"['west', 'far', 'five']",2024/10/10T07:00,2024/10/10T08:00,"PSC 9691, Box 8331
APO AP 29599","Ford, Simmons and Jackson",['sarah78']
85,Event 85,"Similar hair sign. Consumer writer arrive to party. Interview however turn tonight all skill.
Recognize guess pretty family may. Tough tough newspaper seat energy red.",['3D Printing'],"['later', 'better', 'professor']",2024/10/12T22:30,2024/10/12T23:30,"18345 Campbell Roads Apt. 428
Carriefort, NY 05818",Mata Inc,"['qpeters', 'piercemary']"
86,Event 86,Wonder bring computer enough total box single. Film safe together. Score be manager become allow when.,"['Telecommunications', 'Epidemics', 'Aerospace medicine', 'Artificial Intelligence']","['only', 'important', 'able']",2024/10/10T08:00,2024/10/10T09:00,"85604 Nicole Roads
Port Andrew, RI 88600",Hall-Lopez,['matthewschmidt']
87,Event 87,Run between little amount rate tree later. Act sign truth personal friend while share.,"['Data modelling', 'Cleantech']","['hear', 'top', 'this']",2024/10/13T18:30,2024/10/13T20:30,"7500 Gonzalez Lights
Hayleyborough, IN 44850",Parker-Gregory,"['jamessmith', 'mariah46']"
88,Event 88,Rather common economy account live manage. Enter sort him cold look environmental one more. Partner game clearly. Hold bit win business two.,"['Psychiatry', 'Dentistry']","['next', 'executive', 'have']",2024/10/12T03:00,2024/10/12T04:00,"313 Aaron Spring Suite 594
Lake Sean, MS 52273","Hill, Mcguire and Lawson","['cmathis', 'uwalters']"
89,Event 89,"Walk trade team hope. Police watch support local make bag. Among ahead matter remain grow. Ask pretty enough sit outside road trouble.
Accept executive sell still. Follow method song true here begin.",['Artificial reality'],"['development', 'suffer', 'available']",2024/10/13T09:30,2024/10/13T10:30,"0700 Coleman Row
Andreafurt, KY 41964",Powell PLC,"['ann77', 'claudia35', 'elizabethbarron', 'shawnaferrell', 'adamstammy']"
90,Event 90,"Serious sister simply new.
Watch writer myself hand behavior girl dinner.
Reality course model head. Concern adult campaign then father anyone.","['3D Printing', 'Biosignals', 'Neuroscience', 'Psychiatry', 'Integrative medicine']","['manage', 'cultural', 'contain']",2024/10/11T20:00,2024/10/11T21:00,"Unit 1048 Box 3339
DPO AE 59093","Wilson, Shepard and Fleming","['kimberlysmith', 'denisedecker', 'william20', 'frobertson']"
91,Event 91,"Travel draw voice recently. College east trial list chance.
Since know son north which wait political. Operation benefit miss top. Successful response sister song voice since friend.","['Exoskeletons', 'Machine Learning']","['change', 'remember', 'bad']",2024/10/13T01:00,2024/10/13T02:00,"93869 Megan Brooks Apt. 668
Stephaniehaven, RI 44610",Bruce-Gill,"['andrea48', 'nicholas35', 'patricia89', 'bwalker', 'carlsonmary']"
92,Event 92,"Bit onto difference magazine pressure this put dog. Hot hot peace marriage address.
Above down through quality resource back mouth. Space not above.","['Nuclear medicine', 'Cell & Tissue Engineering', 'Machine Learning']","['claim', 'take', 'staff']",2024/10/10T22:30,2024/10/10T23:30,"Unit 3682 Box 1165
DPO AA 90789",Hill-Barnes,"['sbaxter', 'aalexander', 'ipeterson']"
93,Event 93,Continue most Republican seat huge gun. Surface state few offer act event data. Help gas but eye new phone.,"['Neuroscience', 'Dentistry', 'Aerospace medicine']","['issue', 'loss', 'financial']",2024/10/12T15:00,2024/10/12T16:00,"2447 Reed Hill
Gibbsbury, OH 71010",Leonard Ltd,"['ryanwilliams', 'andrew04', 'erickelly', 'paul47', 'michael57']"
94,Event 94,"All find manage.
Participant become travel production economic also well. Least yes occur exist.
Reality environment low product college few yet. Class mean investment.","['Epidemics', 'Biomaterials', 'Nuclear medicine', 'Neuroscience']","['support', 'create', 'ball']",2024/10/11T18:00,2024/10/11T19:00,"2877 Clark Ports Suite 364
South Anna, AK 60215",Shelton PLC,"['sarahpayne', 'joseduffy', 'annathomas']"
95,Event 95,"Nation in behind rest speech. Third opportunity term hair way consider. Father fear season relate. Future north top let.
Eat politics scientist speech. Pattern everyone fall smile join billion.","['Biomaterials', 'Genetics', '3D Printing', 'Integrative medicine']","['same', 'away', 'team']",2024/10/10T16:30,2024/10/10T17:30,"445 Wilson Views
Mcintoshbury, MN 01773",Moreno LLC,"['murraylauren', 'lori72', 'charlesvaldez', 'jessica97']"
96,Event 96,Enjoy board also specific car. Tend decision executive three laugh parent military. Position table range say.,"['Genetics', '3D Modelling']","['research', 'suffer', 'business']",2024/10/13T15:00,2024/10/13T16:00,"USCGC Kelley
FPO AA 91666","Curtis, Wood and Lopez","['schwartzkatherine', 'wgarcia', 'vdavis', 'cynthianewman']"
97,Event 97,"Avoid activity later church teach want investment. Very performance purpose state region.
Challenge pick business note base manager. Fall control career station security also occur.","['Data modelling', 'Dentistry', 'Telecommunications', 'Virtual reality']","['possible', 'maybe', 'page']",2024/10/11T18:30,2024/10/11T19:30,"02013 Smith Tunnel
Fisherville, NM 66558",Parker Ltd,"['sgibson', 'vhenderson', 'olsonerica', 'halvarado', 'kennethgarcia']"
98,Event 98,"Drug civil best energy. Drive whole news see newspaper common great.
Anyone sign politics great charge campaign sense loss.
Last action home central police. Off bag work election behavior sign.","['Surgery', 'Aerospace medicine', 'Nuclear medicine', 'Psychiatry', 'Exoskeletons']","['thousand', 'drive', 'word']",2024/10/11T01:30,2024/10/11T02:30,"3229 Anderson Hollow Suite 805
Bakershire, SC 56378",Wells-Foster,['mike09']
99,Event 99,"Hair yes half. Garden receive international first hour we. Leg bed stock actually commercial American already.
Later main meeting billion hold. Result everybody building language.","['Machine Learning', 'Nuclear medicine', 'Data modelling', 'Surgery', 'Virtual reality']","['discussion', 'method', 'western']",2024/10/10T18:00,2024/10/10T20:00,"030 Newton Field
New Lisa, TX 71743",Simpson-Zuniga,"['dgamble', 'jacksonjohn']"
100,Event 100,Star occur her peace star. Exist region three small large. During nation politics natural voice decision bad. Raise model maybe detail later.,"['Telecommunications', '3D Modelling']","['protect', 'hard', 'though']",2024/10/14T07:00,2024/10/14T08:00,"16326 Ashlee Shore Apt. 267
Jacobview, KY 07337",Pennington Group,"['edelgado', 'michelle43', 'griffinjoshua', 'kimberly58', 'rjefferson']"
101,Event 101,"Tax until serve may address. Challenge audience act always call. Join ball consider they performance claim hot. Scientist own soldier many.
Particularly manager TV wear laugh answer beautiful.","['Biomaterials', 'Scientific writing', '3D Printing', 'Dentistry', 'Integrative medicine']","['no', 'else', 'organization']",2024/10/12T19:30,2024/10/12T21:30,"002 Scott Overpass Apt. 022
Shawnbury, NM 75483",Mcguire Group,"['ccook', 'mckenzie89', 'carlpierce', 'george33']"
102,Event 102,"Even task history ball. Respond write great drive.
You want possible catch action wind bit. At put represent myself level.
Dream will ball up black.","['Cleantech', 'Biosignals', 'Biomedical imaging', 'Exoskeletons', 'Cell & Tissue Engineering']","['point', 'hospital', 'four']",2024/10/10T15:30,2024/10/10T16:30,"67690 Watson Camp Suite 655
West Tyler, NC 41326",Hubbard-Smith,['ymorales']
103,Event 103,"Line government continue along know finally. Focus difficult local price final.
May too image eight early wish. News act dark crime speak may sing. Take which activity choice open surface source.","['Machine Learning', 'Cell & Tissue Engineering']","['many', 'real', 'than']",2024/10/13T11:30,2024/10/13T12:30,"763 Smith Expressway
East Kathryn, TX 79519",Burgess and Sons,"['brownbenjamin', 'lance28', 'suzanne03', 'ifuller', 'martindanielle']"
104,Event 104,Well ever cause once hair condition improve. Well enough four happen professional agent. Matter capital political with challenge spend life may.,"['Exoskeletons', 'Biomedical imaging']","['with', 'task', 'nice']",2024/10/11T04:30,2024/10/11T06:30,"6560 Jessica Mountains
Faithfurt, TN 94492","Beck, Black and Huffman",['norrisjames']
105,Event 105,"Whether gas opportunity hit. Join could price no social purpose him. Pressure foreign do high letter however with. Organization walk soon.
Hit worry hotel ground.","['Genetics', 'Biomaterials', 'Telecommunications', 'Dentistry']","['deal', 'fly', 'real']",2024/10/11T01:30,2024/10/11T03:30,"688 Walters Point Apt. 086
South Kentborough, AK 27458",Reynolds-Durham,"['dmendoza', 'timothygray']"
106,Event 106,Law right watch camera job ask course. Near draw over card shake machine assume down. Two without fill center work.,"['Artificial Intelligence', 'Cleantech', 'Epidemics']","['whom', 'idea', 'everyone']",2024/10/09T12:00,2024/10/09T14:00,"413 Stephenson Harbors Apt. 927
Curryland, FM 48609","May, Lawrence and Rice","['hansonpatricia', 'joseph56']"
107,Event 107,"Despite mention director officer face hotel use even. Summer best receive appear performance worker.
Month check well power. Event despite argue account notice beautiful effort.","['Epidemics', 'Cleantech', 'Cell & Tissue Engineering']","['man', 'quite', 'plant']",2024/10/13T07:00,2024/10/13T08:00,"86012 Donald Estate
West Jonathan, NE 57594",Eaton and Sons,"['kathleen30', 'susan84', 'brownadam']"
108,Event 108,Fund character million need center move else. National part assume idea may sing property.,"['Integrative medicine', 'Biomedical imaging']","['hard', 'big', 'important']",2024/10/12T16:00,2024/10/12T17:00,"49601 Paul Rapids Suite 428
Peterfurt, LA 51751",Brooks-Howard,"['kellie82', 'martinezdonna']"
109,Event 109,Another arm anyone TV style condition question ever. Expect employee anyone.,"['Biomedical imaging', 'Data science']","['foreign', 'both', 'figure']",2024/10/12T10:30,2024/10/12T11:30,"3882 Carol Parkways Apt. 258
Michelleland, GA 29059",Peterson Ltd,"['crystal84', 'josephbrooke', 'pwalker', 'howellandrea', 'chadbarton']"
110,Event 110,"Although participant now for campaign table present model.
Responsibility without him better thousand. Street case thus.","['Dentistry', 'Bionic systems', 'Telecommunications', 'Ethics']","['policy', 'western', 'thank']",2024/10/13T13:00,2024/10/13T14:00,"6019 Williams Isle
New Melinda, SD 67135",Hayes-Douglas,"['wterrell', 'qpatel', 'robertharrell']"
111,Event 111,Line of camera institution recent important. Trial suffer team plant hear music decision. House figure floor detail long.,"['Dentistry', 'Virtual reality', 'Biosignals', 'Artificial reality', 'Aerospace medicine']","['no', 'middle', 'game']",2024/10/14T07:30,2024/10/14T09:30,"574 Owen Green
North Sara, OH 57724","Jordan, Ellis and Hampton","['martinezapril', 'roynathan', 'tylerarnold', 'marmstrong', 'stevenssharon']"
112,Event 112,"Half until possible deep. Yes hotel perhaps case computer college.
Reality care tend shoulder remain. Hope impact little sit hotel pick.","['Biomedical imaging', 'Data modelling']","['fight', 'special', 'five']",2024/10/11T15:30,2024/10/11T16:30,"9101 Garcia Roads
South Christina, AL 19801","Meyer, Whitehead and Garcia","['butlercharles', 'gamblesavannah']"
113,Event 113,"Respond report popular share. Such large national during bring how attention story. Scene sense actually group.
Performance but fly live bring. Step front college federal hour.",['Data science'],"['quickly', 'voice', 'become']",2024/10/13T00:30,2024/10/13T01:30,"9932 Rodriguez Lodge
Samueltown, FM 01675",Diaz PLC,"['sierramitchell', 'hguerrero', 'sanderswarren', 'scottashley']"
114,Event 114,Focus he meeting other everybody debate laugh. Inside pull front at lawyer citizen stock.,"['Neuroscience', 'Telecommunications', 'Scientific writing', 'Ethics']","['crime', 'could', 'company']",2024/10/14T05:00,2024/10/14T07:00,"7547 Fisher Path
West Jennifer, VT 79271",Salazar and Sons,"['adamhobbs', 'yrice', 'alyssacurtis', 'flemingdustin', 'mejiaerin']"
